PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id
66,00 00 53.1,-35 59 12,G,E,0.75,0.03,0.0,0,-718815622370926990
124313,00 00 53.1,-41 38 28,G,0,0.36,0.13,28.0,LCRSB235819.3-415511,600199473299500096
1640785,00 00 53.1,+21 00 37,G,0,0.71,0.27,70.0,0,6981396426530482371
95113,00 00 53.3,-43 45 30,G,Sc,0.87,0.61,160.0,0,-1025667435696611757
65,00 00 53.3,-47 21 24,G,SO-a,1.12,0.64,155.0,ESO193-9              ESO-LV1930090         FAIRALL623,130760513473507938
1085612,00 00 53.3,-02 40 23,G,0,0.45,0.12,88.0,0,1579184407791351019
523900,00 00 53.3,-45 41 44,G,0,0.3,0.02,0.0,0,-8187083978939703153
126720,00 00 53.5,-44 39 33,G,0,0.4,0.05,20.0,LCRSB235819.3-445616,5603759087815969219
960382,00 00 53.5,-11 53 47,G,0,0.5,0.21,62.0,0,-1612642304411518819
1126384,00 00 53.5,-01 06 56,G,0,0.46,0.09,129.0,0,-4805107936847268063
143155,00 00 53.5,-46 55 32,G,0,0.65,0.35,10.0,0,6477773284709799948
955244,00 00 53.8,-12 16 13,G,0,0.42,0.15,29.0,0,1165072464808143013
1685971,00 00 53.8,+23 21 23,G,0,0.56,0.36,174.0,0,7950728876634401120
743528,00 00 53.9,-28 17 12,G,0,0.39,0.2,176.0,0,-7475361438204988964
1979887,00 00 53.9,+32 05 36,G,0,0.39,0.03,0.0,0,8147529661437317731
349917,00 00 53.9,-62 02 24,G,0,0.52,0.25,34.0,0,-2178963790945594571
1951140,00 00 54.0,+31 31 09,G,0,0.51,0.17,142.0,0,-8182580792526832810
601835,00 00 54.2,-39 05 58,G,0,0.43,0.19,73.0,0,-6537858480507464013
97568,00 00 54.2,+18 30 22,G,0,0.0,0.0,0.0,IRAS23583+1813445616,319831864079310293
472884,00 00 54.3,-49 49 00,G,0,0.39,0.06,133.0,0,791052754099934991
1264754,00 00 54.3,+04 11 18,G,0,0.57,0.06,167.0,0,4958059003763275364
1071069,00 00 54.3,-03 27 14,G,0,0.67,0.06,144.0,0,1022461445661906705
1242487,00 00 54.4,+02 59 05,G,0,0.46,0.02,0.0,0,8024523551982763440
1059985,00 00 54.4,-04 18 41,G,0,0.85,0.35,25.0,0,-456691777242202443
475280,00 00 54.5,-49 35 20,G,0,0.36,0.03,0.0,0,-4929214381010703785
1817173,00 00 54.6,+27 45 22,G,0,0.5,0.11,40.0,0,-4905253489697005186
574763,00 00 54.6,-41 31 26,G,0,0.43,0.2,105.0,0,1173572750482036849
1680552,00 00 54.7,+23 03 04,G,0,0.48,0.2,84.0,0,-1632978278579513412
143156,00 00 54.7,-28 27 48,G,0,0.74,0.14,32.0,0,7373544690072553920
95114,00 00 54.8,-43 45 10,G,SO-a,0.69,0.2,22.0,0,-4647978291923607125
405860,00 00 54.8,-55 48 17,G,0,0.38,0.1,104.0,0,-1537507073591802552
682364,00 00 54.8,-33 00 55,G,0,0.38,0.11,12.0,0,6430994813837604798
490142,00 00 54.9,-48 11 43,G,0,0.48,0.15,60.0,0,-1309672613404943656
343970,00 00 55.1,-62 29 15,G,0,0.65,0.14,85.0,0,6193511801857687429
917904,00 00 55.2,-14 56 31,G,0,0.54,0.32,128.0,0,-7831371924859366373
126700,00 00 55.2,-38 18 42,G,0,0.46,0.25,119.0,LCRSB235821.3-383525,2124387204284912480
95279,00 00 55.2,-27 32 42,G,SO-a,0.68,0.08,59.0,DUKST409-16,229304182067433971
842745,00 00 55.2,-20 21 55,G,0,0.39,0.16,2.0,0,-2385686350846287690
570795,00 00 55.3,-41 53 34,G,0,0.35,0.1,27.0,0,8446318484671474380
68,00 00 55.3,-18 57 33,G,Sbc,0.89,0.22,28.0,ESO538-17             MCG-3-01-013          ESO-LV5380170,484955321826170563
69,00 00 55.5,-40 42 45,G,SBc,1.06,0.29,18.0,ESO293-29             ESO-LV2930290,-8412424691545131729
721295,00 00 55.5,-30 06 35,G,0,0.55,0.4,40.0,0,-6890721440815780465
1334113,00 00 55.6,+07 54 28,G,0,0.53,0.08,136.0,0,1611532134648952352
593068,00 00 55.6,-39 52 18,G,0,0.53,0.41,6.0,0,-4147515085375316093
886786,00 00 55.7,-17 13 16,G,0,0.4,0.23,5.0,0,7072386746248834284
71,00 00 55.7,+34 38 54,GM,Sbc,0.68,0.39,10.0,MCG6-01-003           (CGCG517-11)          (CGCG518-6),-8159838460604466800
135585,00 00 55.7,-25 54 20,G,0,0.84,0.34,0.0,DUKST537-13,-5922926842164549872
1090186,00 00 55.8,-02 30 17,G,0,0.49,0.22,172.0,0,-5998180565023873565
1048430,00 00 55.8,-05 09 54,G,0,0.44,0.13,105.0,0,7053413054395507091
518618,00 00 55.8,-46 07 54,G,0,0.44,0.22,15.0,0,-4793481193295027894
107740,00 00 55.8,-44 45 00,G,0,0.47,0.27,12.0,LCRSB235821.7-450142,3672520857918905038
1917020,00 00 55.9,+30 45 54,G,0,0.38,0.1,16.0,0,4506755943805188746
740112,00 00 55.9,-28 34 14,G,0,0.48,0.22,146.0,0,-3218818234064457026
848759,00 00 56.0,-19 55 04,G,0,0.45,0.31,77.0,0,-7784917728610007016
655225,00 00 56.0,-34 57 32,G,0,0.43,0.09,58.0,0,3292895402937410504
932187,00 00 56.0,-13 51 47,G,0,0.49,0.15,138.0,NPM1G-14.0712,-4159607443263431684
833707,00 00 56.1,-21 01 32,G,0,0.34,0.07,170.0,0,3384100103914706694
70,00 00 56.1,+20 20 17,G,Sc,1.25,0.9,110.0,UGC12900              MCG3-01-012           CGCG456-15            FGC2565,3219365257494871500
67,00 00 56.1,-49 31 18,G,0,0.0,0.0,0.0,FAIRALL624,-6863984807669289496
399039,00 00 56.2,-56 34 24,G,0,0.66,0.43,63.0,0,227109535760134031
1213806,00 00 56.2,+02 01 57,G,0,0.41,0.07,44.0,0,-4169267329434301488
107741,00 00 56.2,-44 58 42,G,0,0.41,0.2,150.0,LCRSB235822.1-451525,-8469852032479594975
1102028,00 00 56.3,-02 05 23,G,0,0.48,0.16,178.0,0,1854335420256641485
601921,00 00 56.4,-39 05 32,G,0,0.51,0.27,86.0,0,848439223816680217
1027111,00 00 56.4,-06 54 24,G,0,0.36,0.09,82.0,0,879336581029512340
1174786,00 00 56.6,+00 45 46,G,0,0.46,0.18,13.0,0,-3394586320823091339
1436174,00 00 56.6,+13 37 53,G,0,0.38,0.04,0.0,NPM1G+13.0593,7780540427152291726
2058291,00 00 56.7,+35 01 42,G,0,0.47,0.05,0.0,0,2268896225176169272
678157,00 00 56.7,-33 18 13,G,0,0.53,0.48,34.0,0,-3007088777982473505
477905,00 00 56.8,-49 20 31,G,0,0.46,0.26,119.0,0,-8724404216577741275
872314,00 00 56.8,-18 07 57,G,0,0.53,0.36,0.0,0,-8257511374978479622
143157,00 00 56.9,-49 56 25,G,0,0.68,0.47,140.0,0,4865866422007698644
548845,00 00 56.9,-43 25 48,G,0,0.72,0.11,162.0,0,940328456649420741
533027,00 00 57.0,-44 50 45,G,0,0.42,0.13,0.0,0,5295715019346246254
742295,00 00 57.0,-28 23 17,G,0,0.44,0.19,159.0,0,316650899576069977
1045126,00 00 57.1,-05 24 25,G,0,0.62,0.48,142.0,0,-9167628011552218541
453618,00 00 57.1,-51 41 27,G,0,0.44,0.27,33.0,0,8227578498315273450
876170,00 00 57.2,-17 52 06,G,0,0.67,0.72,131.0,0,8151066015390910965
296371,00 00 57.2,-67 22 06,G,0,0.36,0.03,0.0,0,7107691154416608484
366701,00 00 57.2,-60 01 41,G,0,0.48,0.38,35.0,0,-4133943501411122420
741034,00 00 57.4,-28 29 35,G,0,0.6,0.46,59.0,0,-6638828303110621650
774763,00 00 57.4,-25 48 54,G,0,0.33,0.11,66.0,0,2273918712386645641
1827563,00 00 57.4,+28 08 39,G,0,0.59,0.05,63.0,0,-6136392755129518404
301305,00 00 57.7,-66 51 37,G,0,0.75,0.51,112.0,0,-380369515397865158
72,00 00 57.7,+02 52 42,G,0,0.44,0.0,0.0,KAZ580,-8561402023137635187
616418,00 00 57.7,-37 51 57,G,0,0.29,0.02,0.0,0,-7382090283413682227
2031816,00 00 57.8,+33 25 38,G,0,0.49,0.16,86.0,0,-948568506635095327
632342,00 00 57.8,-36 48 36,G,0,0.39,0.2,1.0,0,-4557919414081676802
771562,00 00 57.9,-26 05 59,G,0,0.55,0.18,28.0,0,59410116604612658
621434,00 00 58.0,-37 32 58,G,0,0.33,0.03,0.0,0,6383115674913836690
714473,00 00 58.0,-30 39 55,G,0,0.51,0.27,166.0,0,-320864585325152915
947456,00 00 58.0,-12 47 51,G,0,0.38,0.2,124.0,0,910152804030099686
1971533,00 00 58.0,+31 55 41,G,0,0.65,0.42,24.0,0,1203661998119204541
2082132,00 00 58.0,+36 31 21,G,0,0.43,0.14,11.0,0,364394717893202181
871269,00 00 58.1,-18 12 13,G,0,0.37,0.14,88.0,0,-8515034292325536368
783590,00 00 58.1,-25 00 52,G,0,0.49,0.13,84.0,0,-1334394498816469088
74,00 00 58.1,+33 20 38,G,Sc,0.62,0.07,124.0,KUG2358+330           KAZ238                NPM1G+33.0512,-5506343821722561250
215434,00 00 58.2,-87 59 35,G,0,0.54,0.36,62.0,0,8216930740378025239
1837090,00 00 58.2,+28 29 00,G,0,0.61,0.12,68.0,0,-9057093240251626960
2794836,00 00 58.3,-39 50 11,G,0,0.0,0.0,0.0,0,-6837847648675416195
2794837,00 00 58.3,-39 45 58,G,0,0.0,0.0,0.0,0,-2769710152643312240
882823,00 00 58.3,-17 27 47,G,0,0.5,0.1,164.0,0,6847494449818982459
1681425,00 00 58.3,+23 05 59,G,0,0.68,0.52,165.0,0,-5996733278485302107
550059,00 00 58.4,-43 20 01,G,0,0.72,0.43,103.0,0,-6384060179961942582
1060545,00 00 58.4,-04 16 19,G,0,0.56,0.24,47.0,0,-1315050065522183651
73,00 00 58.4,-33 36 43,G,Sc,1.07,0.07,105.0,ESO349-17             MCG-6-01-013          ESO-LV3490170,7759838586291775988
863454,00 00 58.6,-18 48 37,G,0,0.37,0.13,15.0,0,-7318489720241135817
803489,00 00 58.7,-23 12 30,G,0,0.49,0.38,56.0,0,-7284368212640796505
637963,00 00 58.8,-36 20 17,G,0,0.42,0.25,135.0,0,-4913197317162233887
1680416,00 00 58.8,+23 02 38,G,0,0.54,0.26,88.0,0,-6045305582403443496
141433,00 00 58.8,-60 49 56,G,0,0.0,0.0,0.0,0,426508157573441489
2794838,00 00 58.8,-40 21 56,G,0,0.0,0.0,0.0,0,-1626624030108020063
772860,00 00 58.8,-25 59 18,G,0,0.37,0.05,107.0,0,-4291813125097895948
95280,00 00 58.9,-27 31 31,G,Sc,0.79,0.38,55.0,DUKST409-27,-1462602663880138493
493237,00 00 58.9,-47 57 25,G,0,0.59,0.2,150.0,0,-3356968911675769160
578544,00 00 58.9,-41 09 18,G,0,0.61,0.29,79.0,0,-733562860161408829
634510,00 00 59.0,-36 37 52,G,0,0.42,0.08,173.0,0,2166510071851957666
76,00 00 59.0,+28 54 43,G,SBb,1.11,0.39,44.0,UGC12901              MCG5-01-023           CGCG499-35            CGCG498-63,-3333520182431803065
1126554,00 00 59.0,-01 06 30,G,0,0.46,0.14,80.0,0,7088225108024534131
488070,00 00 59.1,-48 22 18,G,0,0.47,0.28,110.0,0,4685602228216154793
295616,00 00 59.1,-67 26 14,G,0,0.6,0.28,176.0,0,-7750016719168152944
2013721,00 00 59.1,+32 49 28,G,0,0.41,0.17,176.0,0,8088894739575397846
741820,00 00 59.3,-28 25 35,G,0,0.39,0.07,54.0,0,2726329837726155161
1100038,00 00 59.3,-02 09 42,G,0,0.36,0.1,38.0,0,6244119671421598631
1403886,00 00 59.3,+12 06 23,G,0,0.5,0.15,83.0,0,5880791223536221331
891111,00 00 59.4,-16 57 09,G,0,0.43,0.29,118.0,0,4202800012229838217
1716452,00 00 59.5,+24 47 22,G,0,0.57,0.15,81.0,0,5620061437924527537
782756,00 00 59.5,-25 05 34,G,0,0.6,0.05,126.0,0,584479018195923677
1732549,00 00 59.6,+25 19 21,G,0,0.36,0.15,61.0,0,7027391673019243748
1894575,00 00 59.6,+30 12 33,G,0,0.44,0.05,135.0,0,6510412329745384663
1060057,00 00 59.6,-04 18 21,G,0,0.65,0.19,84.0,NPM1G-04.0683,-606840194103056984
645889,00 00 59.7,-35 40 50,G,0,0.47,0.25,55.0,0,3083803270741350861
130019,00 00 59.8,-44 32 43,G,Sc,0.83,0.18,173.0,0,6032350403191081296
2053124,00 00 59.8,+34 41 45,G,0,0.4,0.11,87.0,0,8034289197621467640
2445683,00 00 59.8,+53 36 12,G,0,0.54,0.19,102.0,0,8368839556680685065
749105,00 00 59.9,-27 50 36,G,0,0.46,0.05,150.0,0,7611337834263429868
818537,00 01 00.0,-22 08 57,G,0,0.5,0.04,0.0,0,-6898275011026537859
890935,00 01 00.1,-16 57 53,G,0,0.49,0.14,161.0,0,-1730281713138146512
599021,00 01 00.1,-39 21 33,G,0,0.34,0.03,0.0,0,-278524632376203714
938760,00 01 00.1,-13 22 43,G,0,0.36,0.1,174.0,0,8926448586592512030
597021,00 01 00.2,-39 32 28,G,0,0.52,0.24,137.0,0,7132483766396265663
988885,00 01 00.2,-09 36 13,G,0,0.33,0.09,48.0,0,4691953994469704827
420467,00 01 00.3,-54 20 01,G,0,0.48,0.35,54.0,0,-5851942658324610424
641802,00 01 00.4,-36 01 02,G,0,0.44,0.03,0.0,0,5314914386407155029
1809231,00 01 00.4,+27 28 26,G,0,0.36,0.12,109.0,0,5680482401608388983
415421,00 01 00.5,-54 49 34,G,0,0.32,0.03,0.0,0,-6534465905876410542
81,00 01 00.5,+06 14 34,G,SO,1.08,0.23,54.0,NGC7802               UGC12902              MCG1-01-008           CGCG408-7,988524514411118103
95119,00 01 00.5,-40 48 05,G,E-SO,0.62,0.39,103.0,0,717360502539270560
651766,00 01 00.5,-35 13 03,G,0,0.59,0.26,177.0,0,-2769432355197329541
107482,00 01 00.6,-41 44 58,G,0,0.0,0.0,0.0,LCRSB235826.8-420139,1552527900608978497
701470,00 01 00.6,-31 45 22,G,0,0.46,0.35,16.0,0,-526195507969477660
130889,00 01 00.6,-37 54 30,G,Sc,0.7,0.11,73.0,0,-8134682544048738682
661309,00 01 00.6,-34 30 26,G,0,0.49,0.21,4.0,0,6159159696624858080
829363,00 01 00.7,-21 21 18,G,0,0.48,0.22,18.0,0,-7009944676920382390
835367,00 01 00.7,-20 54 18,G,0,0.5,0.28,101.0,0,2630665081529755982
1231205,00 01 00.7,+02 34 30,G,0,0.44,0.27,54.0,0,738214432896227058
287950,00 01 00.8,-68 09 29,G,0,0.71,0.42,163.0,0,454488477948210636
852413,00 01 00.8,-19 38 48,G,0,0.43,0.28,56.0,0,6362640745541588824
545057,00 01 00.9,-43 45 15,G,0,0.79,0.35,164.0,0,-2986362905905835832
543689,00 01 00.9,-43 51 36,G,0,0.73,0.02,0.0,0,-1533110337616833900
2118360,00 01 00.9,+38 07 13,G,0,0.51,0.1,89.0,0,8739169186235531396
846456,00 01 01.0,-20 05 19,G,0,0.39,0.14,63.0,0,-2897660669790500441
1843801,00 01 01.0,+28 42 52,G,0,0.56,0.04,0.0,0,8837810487799182910
808449,00 01 01.0,-22 49 06,G,0,0.35,0.06,82.0,0,-5340748856435921710
2799446,00 01 01.1,-35 50 28,G,0,0.0,0.0,0.0,0,1655627823226742373
596558,00 01 01.1,-39 34 42,G,0,0.47,0.19,101.0,0,3829251273526875353
715074,00 01 01.2,-30 36 55,G,0,0.48,0.06,135.0,0,-5631013781518097745
107742,00 01 01.2,-44 25 08,G,0,0.0,0.0,0.0,LCRSB235827.3-444149,-2785448615746874292
132746,00 01 01.3,-31 23 10,G,E,0.89,0.26,172.0,0,1811840568742351853
516119,00 01 01.4,-46 20 47,G,0,0.58,0.16,8.0,0,-258712842383360386
489351,00 01 01.4,-48 15 47,G,0,0.42,0.11,21.0,0,-8984757056826910184
930478,00 01 01.5,-13 59 24,G,0,0.41,0.18,159.0,0,1924715306069404581
250041,00 01 01.5,-74 27 07,G,0,0.52,0.35,26.0,0,567925777520475794
1923011,00 01 01.6,+30 54 11,G,0,0.46,0.22,139.0,0,8981777935508885162
572050,00 01 01.6,-41 47 15,G,0,0.41,0.23,8.0,0,-5339562398600057834
719337,00 01 01.6,-30 16 02,G,0,0.55,0.04,0.0,0,7938518380831288373
534824,00 01 01.7,-44 40 26,G,0,0.4,0.24,51.0,0,-5516799347115524602
2052904,00 01 01.7,+34 40 53,G,0,0.37,0.04,0.0,0,-6731918215564197917
1834823,00 01 01.7,+28 24 21,G,0,0.46,0.1,165.0,0,73817627501022011
2052348,00 01 01.7,+34 38 38,G,0,0.46,0.12,121.0,0,5606704738532445550
602431,00 01 01.7,-39 02 37,G,0,0.47,0.07,130.0,0,-6154554358457438759
3095390,00 01 01.7,-02 15 42,G,0,0.0,0.0,0.0,0,6235532893123415447
544920,00 01 01.8,-43 45 55,G,0,0.46,0.22,48.0,0,-273897777119608782
609369,00 01 02.0,-38 24 18,G,0,0.53,0.1,119.0,0,7508024446992362983
95420,00 01 02.0,-43 20 07,G,SO-a,0.78,0.0,0.0,0,-3000728236024518779
855942,00 01 02.0,-19 23 17,G,0,0.43,0.19,138.0,0,-106892521174442998
2796244,00 01 02.1,+58 42 24,G,0,0.17,0.17,0.0,ZOAG116.42-3.53,-3740527250407830367
554427,00 01 02.2,-43 00 45,G,0,0.41,0.03,0.0,0,5660371951345484232
895012,00 01 02.2,-16 41 08,G,0,0.67,0.09,115.0,NPM1G-16.0636,-2970140269705035671
647168,00 01 02.3,-35 34 45,G,0,0.52,0.36,44.0,0,9177568380562526327
764649,00 01 02.3,-26 43 19,G,0,0.45,0.22,0.0,0,6524740881727797227
124801,00 01 02.3,-38 41 31,G,0,0.61,0.43,58.0,LCRSB235828.5-385814,-3778234592785934301
124802,00 01 02.4,-38 36 45,G,0,0.0,0.0,0.0,LCRSB235828.5-385326,-1972131369723748364
95120,00 01 02.5,-40 48 10,M,0,0.8,0.19,76.0,DUKST348-43,-3506508679211441279
542412,00 01 02.5,-43 57 49,G,0,0.41,0.06,163.0,0,-6894890745159170834
629282,00 01 02.6,-37 02 20,G,0,0.37,0.2,56.0,0,1137980833497788606
1551812,00 01 02.6,+18 09 36,G,0,0.63,0.35,37.0,0,-7292798667874375345
1730460,00 01 02.6,+25 15 31,G,0,0.44,0.11,102.0,0,-8732861043359550286
621297,00 01 02.6,-37 33 26,G,0,0.57,0.23,41.0,0,401578105390249292
771271,00 01 02.7,-26 07 27,G,0,0.64,0.34,83.0,0,4405938769244576297
1147893,00 01 02.7,-00 15 27,G,0,0.41,0.24,65.0,0,6991447818125768620
75,00 01 02.7,-43 19 51,G,E,1.15,0.09,172.0,ESO241-10             MCG-7-01-006          ESO-LV2410100,-634190818315634593
498045,00 01 02.8,-47 38 47,G,0,0.49,0.18,94.0,0,-8106068640916423437
771694,00 01 03.0,-26 05 21,G,0,0.31,0.08,172.0,0,-5895601849714741795
143159,00 01 03.0,-43 56 19,G,0,0.72,0.44,87.0,0,-8989633116119816993
1014898,00 01 03.1,-07 40 35,G,0,0.53,0.31,97.0,0,-2390960675274763065
198763,00 01 03.2,-29 18 28,G,0,0.7,0.17,167.0,DUKST409-32,-7688202559572700569
2425316,00 01 03.2,+52 51 04,G,0,0.52,0.17,76.0,0,5221990327644777959
1192083,00 01 03.2,+01 20 53,G,0,0.63,0.46,75.0,0,3856402547204956423
2739545,00 01 03.3,+70 56 14,G,0,0.47,0.32,98.0,0,-2843228510079631883
2794839,00 01 03.3,-39 37 37,G,0,0.0,0.0,0.0,0,-2312480165659950271
458990,00 01 03.4,-51 10 40,G,0,0.44,0.19,174.0,0,3315482180083000468
736164,00 01 03.4,-28 53 22,G,0,0.47,0.37,140.0,0,-188544153586586385
73205,00 01 03.4,+09 00 33,G,Sc,0.73,0.1,78.0,KUG2358+087,-1667286404092900270
372546,00 01 03.4,-59 17 20,G,0,0.34,0.12,84.0,0,7105335013857402245
2391137,00 01 03.5,+51 15 31,G,0,0.45,0.25,104.0,0,-2382018749711121959
1529295,00 01 03.5,+17 17 30,G,0,0.49,0.23,61.0,0,3307824555401992791
541045,00 01 03.6,-44 05 10,G,0,0.32,0.03,0.0,0,5145230720658143813
77,00 01 03.6,+34 39 13,GM,0,0.93,0.01,0.0,MCG6-01-004           (CGCG517-11)          (CGCG518-6),-3954597333949146645
632232,00 01 03.7,-36 49 10,G,0,0.62,0.1,64.0,0,8791509763652715721
735715,00 01 03.8,-28 55 33,G,0,0.5,0.28,9.0,0,-285072405794292802
868194,00 01 04.2,-18 26 02,G,0,0.42,0.12,174.0,0,-2080076216116258750
2059693,00 01 04.2,+35 07 09,G,0,0.54,0.22,177.0,0,-2585765246475251466
910354,00 01 04.3,-15 30 13,G,0,0.41,0.21,166.0,0,-5462700212075294030
782669,00 01 04.4,-25 06 02,G,0,0.49,0.39,134.0,0,5139680928820065738
914859,00 01 04.4,-15 10 00,G,0,0.47,0.14,71.0,0,7650386125031821363
557556,00 01 04.4,-42 48 57,G,0,0.5,0.38,161.0,0,-1687475300868066612
129181,00 01 04.4,-51 44 11,G,SO-a,0.7,0.06,36.0,0,2214122566140933744
2794840,00 01 04.5,-39 52 12,G,0,0.0,0.0,0.0,0,3756938926743310522
79,00 01 04.5,+04 30 05,GM,0,0.82,0.08,14.0,IC5374                MCG1-01-010           CGCG408-8             KUG2358+042           KPG601A,-6741362643826664833
615394,00 01 04.6,-37 56 06,G,0,0.55,0.33,142.0,0,4837708479864091350
763757,00 01 04.6,-26 47 48,G,0,0.41,0.28,52.0,0,791054028204521995
642518,00 01 04.7,-35 57 21,G,0,0.54,0.33,2.0,0,5947748097108062814
550361,00 01 04.7,-43 18 36,G,0,0.36,0.06,119.0,0,6040238065157118835
663959,00 01 04.7,-34 19 23,G,0,0.6,0.22,71.0,0,-8561980707803755676
143160,00 01 04.8,-36 29 06,G,0,0.6,0.21,154.0,0,8214976994211585262
80,00 01 04.9,+04 32 32,GM,Sbc,0.96,0.3,177.0,IC5375                MCG1-01-009           CGCG408-9             KPG601B,9075678222913918684
342649,00 01 04.9,-62 34 53,G,0,0.37,0.17,60.0,0,5688525102946140098
994536,00 01 04.9,-09 09 15,G,0,0.77,0.52,104.0,0,102252560897547972
