PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
343970,00 00 55.1,-62 29 15,G,,0.65,0.14,85.0,
917904,00 00 55.2,-14 56 31,G,,0.54,0.32,128.0,
126700,00 00 55.2,-38 18 42,G,,0.46,0.25,119.0,LCRSB235821.3-383525
95279,00 00 55.2,-27 32 42,G,SO-a,0.68,0.08,59.0,DUKST409-16
842745,00 00 55.2,-20 21 55,G,,0.39,0.16,2.0,
570795,00 00 55.3,-41 53 34,G,,0.35,0.1,27.0,
68,00 00 55.3,-18 57 33,G,Sbc,0.89,0.22,28.0,ESO538-17             MCG-3-01-013          ESO-LV5380170
69,00 00 55.5,-40 42 45,G,SBc,1.06,0.29,18.0,ESO293-29             ESO-LV2930290
721295,00 00 55.5,-30 06 35,G,,0.55,0.4,40.0,
1334113,00 00 55.6,+07 54 28,G,,0.53,0.08,136.0,
593068,00 00 55.6,-39 52 18,G,,0.53,0.41,6.0,
886786,00 00 55.7,-17 13 16,G,,0.4,0.23,5.0,
71,00 00 55.7,+34 38 54,GM,Sbc,0.68,0.39,10.0,MCG6-01-003           (CGCG517-11)          (CGCG518-6)
135585,00 00 55.7,-25 54 20,G,,0.84,0.34,,DUKST537-13
1090186,00 00 55.8,-02 30 17,G,,0.49,0.22,172.0,
1048430,00 00 55.8,-05 09 54,G,,0.44,0.13,105.0,
518618,00 00 55.8,-46 07 54,G,,0.44,0.22,15.0,
107740,00 00 55.8,-44 45 00,G,,0.47,0.27,12.0,LCRSB235821.7-450142
1917020,00 00 55.9,+30 45 54,G,,0.38,0.1,16.0,
740112,00 00 55.9,-28 34 14,G,,0.48,0.22,146.0,
848759,00 00 56.0,-19 55 04,G,,0.45,0.31,77.0,
655225,00 00 56.0,-34 57 32,G,,0.43,0.09,58.0,
932187,00 00 56.0,-13 51 47,G,,0.49,0.15,138.0,NPM1G-14.0712
833707,00 00 56.1,-21 01 32,G,,0.34,0.07,170.0,
70,00 00 56.1,+20 20 17,G,Sc,1.25,0.9,110.0,UGC12900              MCG3-01-012           CGCG456-15            FGC2565
67,00 00 56.1,-49 31 18,G,,,,,FAIRALL624
399039,00 00 56.2,-56 34 24,G,,0.66,0.43,63.0,
1213806,00 00 56.2,+02 01 57,G,,0.41,0.07,44.0,
107741,00 00 56.2,-44 58 42,G,,0.41,0.2,150.0,LCRSB235822.1-451525
1102028,00 00 56.3,-02 05 23,G,,0.48,0.16,178.0,
601921,00 00 56.4,-39 05 32,G,,0.51,0.27,86.0,
1027111,00 00 56.4,-06 54 24,G,,0.36,0.09,82.0,
1174786,00 00 56.6,+00 45 46,G,,0.46,0.18,13.0,
1436174,00 00 56.6,+13 37 53,G,,0.38,0.04,,NPM1G+13.0593
2058291,00 00 56.7,+35 01 42,G,,0.47,0.05,,
678157,00 00 56.7,-33 18 13,G,,0.53,0.48,34.0,
477905,00 00 56.8,-49 20 31,G,,0.46,0.26,119.0,
872314,00 00 56.8,-18 07 57,G,,0.53,0.36,,
143157,00 00 56.9,-49 56 25,G,,0.68,0.47,140.0,
548845,00 00 56.9,-43 25 48,G,,0.72,0.11,162.0,
533027,00 00 57.0,-44 50 45,G,,0.42,0.13,,
742295,00 00 57.0,-28 23 17,G,,0.44,0.19,159.0,
1045126,00 00 57.1,-05 24 25,G,,0.62,0.48,142.0,
453618,00 00 57.1,-51 41 27,G,,0.44,0.27,33.0,
876170,00 00 57.2,-17 52 06,G,,0.67,0.72,131.0,
296371,00 00 57.2,-67 22 06,G,,0.36,0.03,,
366701,00 00 57.2,-60 01 41,G,,0.48,0.38,35.0,
741034,00 00 57.4,-28 29 35,G,,0.6,0.46,59.0,
774763,00 00 57.4,-25 48 54,G,,0.33,0.11,66.0,
1827563,00 00 57.4,+28 08 39,G,,0.59,0.05,63.0,
301305,00 00 57.7,-66 51 37,G,,0.75,0.51,112.0,
72,00 00 57.7,+02 52 42,G,,0.44,,,KAZ580
616418,00 00 57.7,-37 51 57,G,,0.29,0.02,,
2031816,00 00 57.8,+33 25 38,G,,0.49,0.16,86.0,
632342,00 00 57.8,-36 48 36,G,,0.39,0.2,1.0,
771562,00 00 57.9,-26 05 59,G,,0.55,0.18,28.0,
621434,00 00 58.0,-37 32 58,G,,0.33,0.03,,
714473,00 00 58.0,-30 39 55,G,,0.51,0.27,166.0,
947456,00 00 58.0,-12 47 51,G,,0.38,0.2,124.0,
1971533,00 00 58.0,+31 55 41,G,,0.65,0.42,24.0,
2082132,00 00 58.0,+36 31 21,G,,0.43,0.14,11.0,
871269,00 00 58.1,-18 12 13,G,,0.37,0.14,88.0,
783590,00 00 58.1,-25 00 52,G,,0.49,0.13,84.0,
74,00 00 58.1,+33 20 38,G,Sc,0.62,0.07,124.0,KUG2358+330           KAZ238                NPM1G+33.0512
215434,00 00 58.2,-87 59 35,G,,0.54,0.36,62.0,
1837090,00 00 58.2,+28 29 00,G,,0.61,0.12,68.0,
2794836,00 00 58.3,-39 50 11,G,,,,,
2794837,00 00 58.3,-39 45 58,G,,,,,
882823,00 00 58.3,-17 27 47,G,,0.5,0.1,164.0,
1681425,00 00 58.3,+23 05 59,G,,0.68,0.52,165.0,
550059,00 00 58.4,-43 20 01,G,,0.72,0.43,103.0,
1060545,00 00 58.4,-04 16 19,G,,0.56,0.24,47.0,
73,00 00 58.4,-33 36 43,G,Sc,1.07,0.07,105.0,ESO349-17             MCG-6-01-013          ESO-LV3490170
863454,00 00 58.6,-18 48 37,G,,0.37,0.13,15.0,
803489,00 00 58.7,-23 12 30,G,,0.49,0.38,56.0,
637963,00 00 58.8,-36 20 17,G,,0.42,0.25,135.0,
1680416,00 00 58.8,+23 02 38,G,,0.54,0.26,88.0,
141433,00 00 58.8,-60 49 56,G,,,,,
2794838,00 00 58.8,-40 21 56,G,,,,,
772860,00 00 58.8,-25 59 18,G,,0.37,0.05,107.0,
95280,00 00 58.9,-27 31 31,G,Sc,0.79,0.38,55.0,DUKST409-27
493237,00 00 58.9,-47 57 25,G,,0.59,0.2,150.0,
578544,00 00 58.9,-41 09 18,G,,0.61,0.29,79.0,
634510,00 00 59.0,-36 37 52,G,,0.42,0.08,173.0,
76,00 00 59.0,+28 54 43,G,SBb,1.11,0.39,44.0,UGC12901              MCG5-01-023           CGCG499-35            CGCG498-63
1126554,00 00 59.0,-01 06 30,G,,0.46,0.14,80.0,
488070,00 00 59.1,-48 22 18,G,,0.47,0.28,110.0,
295616,00 00 59.1,-67 26 14,G,,0.6,0.28,176.0,
2013721,00 00 59.1,+32 49 28,G,,0.41,0.17,176.0,
741820,00 00 59.3,-28 25 35,G,,0.39,0.07,54.0,
1100038,00 00 59.3,-02 09 42,G,,0.36,0.1,38.0,
1403886,00 00 59.3,+12 06 23,G,,0.5,0.15,83.0,
891111,00 00 59.4,-16 57 09,G,,0.43,0.29,118.0,
1716452,00 00 59.5,+24 47 22,G,,0.57,0.15,81.0,
782756,00 00 59.5,-25 05 34,G,,0.6,0.05,126.0,
1732549,00 00 59.6,+25 19 21,G,,0.36,0.15,61.0,
1894575,00 00 59.6,+30 12 33,G,,0.44,0.05,135.0,
1060057,00 00 59.6,-04 18 21,G,,0.65,0.19,84.0,NPM1G-04.0683
645889,00 00 59.7,-35 40 50,G,,0.47,0.25,55.0,
130019,00 00 59.8,-44 32 43,G,Sc,0.83,0.18,173.0,
2053124,00 00 59.8,+34 41 45,G,,0.4,0.11,87.0,
2445683,00 00 59.8,+53 36 12,G,,0.54,0.19,102.0,
749105,00 00 59.9,-27 50 36,G,,0.46,0.05,150.0,
818537,00 01 00.0,-22 08 57,G,,0.5,0.04,,
890935,00 01 00.1,-16 57 53,G,,0.49,0.14,161.0,
599021,00 01 00.1,-39 21 33,G,,0.34,0.03,,
938760,00 01 00.1,-13 22 43,G,,0.36,0.1,174.0,
597021,00 01 00.2,-39 32 28,G,,0.52,0.24,137.0,
988885,00 01 00.2,-09 36 13,G,,0.33,0.09,48.0,
420467,00 01 00.3,-54 20 01,G,,0.48,0.35,54.0,
641802,00 01 00.4,-36 01 02,G,,0.44,0.03,,
1809231,00 01 00.4,+27 28 26,G,,0.36,0.12,109.0,
415421,00 01 00.5,-54 49 34,G,,0.32,0.03,,
81,00 01 00.5,+06 14 34,G,SO,1.08,0.23,54.0,NGC7802               UGC12902              MCG1-01-008           CGCG408-7
95119,00 01 00.5,-40 48 05,G,E-SO,0.62,0.39,103.0,
651766,00 01 00.5,-35 13 03,G,,0.59,0.26,177.0,
107482,00 01 00.6,-41 44 58,G,,,,,LCRSB235826.8-420139
701470,00 01 00.6,-31 45 22,G,,0.46,0.35,16.0,
130889,00 01 00.6,-37 54 30,G,Sc,0.7,0.11,73.0,
661309,00 01 00.6,-34 30 26,G,,0.49,0.21,4.0,
829363,00 01 00.7,-21 21 18,G,,0.48,0.22,18.0,
835367,00 01 00.7,-20 54 18,G,,0.5,0.28,101.0,
1231205,00 01 00.7,+02 34 30,G,,0.44,0.27,54.0,
287950,00 01 00.8,-68 09 29,G,,0.71,0.42,163.0,
852413,00 01 00.8,-19 38 48,G,,0.43,0.28,56.0,
545057,00 01 00.9,-43 45 15,G,,0.79,0.35,164.0,
543689,00 01 00.9,-43 51 36,G,,0.73,0.02,,
2118360,00 01 00.9,+38 07 13,G,,0.51,0.1,89.0,
846456,00 01 01.0,-20 05 19,G,,0.39,0.14,63.0,
1843801,00 01 01.0,+28 42 52,G,,0.56,0.04,,
808449,00 01 01.0,-22 49 06,G,,0.35,0.06,82.0,
2799446,00 01 01.1,-35 50 28,G,,,,,
596558,00 01 01.1,-39 34 42,G,,0.47,0.19,101.0,
715074,00 01 01.2,-30 36 55,G,,0.48,0.06,135.0,
107742,00 01 01.2,-44 25 08,G,,,,,LCRSB235827.3-444149
132746,00 01 01.3,-31 23 10,G,E,0.89,0.26,172.0,
516119,00 01 01.4,-46 20 47,G,,0.58,0.16,8.0,
489351,00 01 01.4,-48 15 47,G,,0.42,0.11,21.0,
930478,00 01 01.5,-13 59 24,G,,0.41,0.18,159.0,
250041,00 01 01.5,-74 27 07,G,,0.52,0.35,26.0,
1923011,00 01 01.6,+30 54 11,G,,0.46,0.22,139.0,
572050,00 01 01.6,-41 47 15,G,,0.41,0.23,8.0,
719337,00 01 01.6,-30 16 02,G,,0.55,0.04,,
534824,00 01 01.7,-44 40 26,G,,0.4,0.24,51.0,
2052904,00 01 01.7,+34 40 53,G,,0.37,0.04,,
1834823,00 01 01.7,+28 24 21,G,,0.46,0.1,165.0,
2052348,00 01 01.7,+34 38 38,G,,0.46,0.12,121.0,
602431,00 01 01.7,-39 02 37,G,,0.47,0.07,130.0,
3095390,00 01 01.7,-02 15 42,G,,,,,
544920,00 01 01.8,-43 45 55,G,,0.46,0.22,48.0,
609369,00 01 02.0,-38 24 18,G,,0.53,0.1,119.0,
95420,00 01 02.0,-43 20 07,G,SO-a,0.78,0.0,,
855942,00 01 02.0,-19 23 17,G,,0.43,0.19,138.0,
2796244,00 01 02.1,+58 42 24,G,,0.17,0.17,,ZOAG116.42-3.53
554427,00 01 02.2,-43 00 45,G,,0.41,0.03,,
895012,00 01 02.2,-16 41 08,G,,0.67,0.09,115.0,NPM1G-16.0636
647168,00 01 02.3,-35 34 45,G,,0.52,0.36,44.0,
764649,00 01 02.3,-26 43 19,G,,0.45,0.22,,
124801,00 01 02.3,-38 41 31,G,,0.61,0.43,58.0,LCRSB235828.5-385814
124802,00 01 02.4,-38 36 45,G,,,,,LCRSB235828.5-385326
95120,00 01 02.5,-40 48 10,M,,0.8,0.19,76.0,DUKST348-43
542412,00 01 02.5,-43 57 49,G,,0.41,0.06,163.0,
629282,00 01 02.6,-37 02 20,G,,0.37,0.2,56.0,
1551812,00 01 02.6,+18 09 36,G,,0.63,0.35,37.0,
1730460,00 01 02.6,+25 15 31,G,,0.44,0.11,102.0,
621297,00 01 02.6,-37 33 26,G,,0.57,0.23,41.0,
771271,00 01 02.7,-26 07 27,G,,0.64,0.34,83.0,
1147893,00 01 02.7,-00 15 27,G,,0.41,0.24,65.0,
75,00 01 02.7,-43 19 51,G,E,1.15,0.09,172.0,ESO241-10             MCG-7-01-006          ESO-LV2410100
498045,00 01 02.8,-47 38 47,G,,0.49,0.18,94.0,
771694,00 01 03.0,-26 05 21,G,,0.31,0.08,172.0,
143159,00 01 03.0,-43 56 19,G,,0.72,0.44,87.0,
1014898,00 01 03.1,-07 40 35,G,,0.53,0.31,97.0,
198763,00 01 03.2,-29 18 28,G,,0.7,0.17,167.0,DUKST409-32
2425316,00 01 03.2,+52 51 04,G,,0.52,0.17,76.0,
1192083,00 01 03.2,+01 20 53,G,,0.63,0.46,75.0,
2739545,00 01 03.3,+70 56 14,G,,0.47,0.32,98.0,
2794839,00 01 03.3,-39 37 37,G,,,,,
458990,00 01 03.4,-51 10 40,G,,0.44,0.19,174.0,
736164,00 01 03.4,-28 53 22,G,,0.47,0.37,140.0,
73205,00 01 03.4,+09 00 33,G,Sc,0.73,0.1,78.0,KUG2358+087
372546,00 01 03.4,-59 17 20,G,,0.34,0.12,84.0,
2391137,00 01 03.5,+51 15 31,G,,0.45,0.25,104.0,
1529295,00 01 03.5,+17 17 30,G,,0.49,0.23,61.0,
541045,00 01 03.6,-44 05 10,G,,0.32,0.03,,
77,00 01 03.6,+34 39 13,GM,,0.93,0.01,,MCG6-01-004           (CGCG517-11)          (CGCG518-6)
632232,00 01 03.7,-36 49 10,G,,0.62,0.1,64.0,
735715,00 01 03.8,-28 55 33,G,,0.5,0.28,9.0,
868194,00 01 04.2,-18 26 02,G,,0.42,0.12,174.0,
2059693,00 01 04.2,+35 07 09,G,,0.54,0.22,177.0,
910354,00 01 04.3,-15 30 13,G,,0.41,0.21,166.0,
782669,00 01 04.4,-25 06 02,G,,0.49,0.39,134.0,
914859,00 01 04.4,-15 10 00,G,,0.47,0.14,71.0,
557556,00 01 04.4,-42 48 57,G,,0.5,0.38,161.0,
129181,00 01 04.4,-51 44 11,G,SO-a,0.7,0.06,36.0,
2794840,00 01 04.5,-39 52 12,G,,,,,
79,00 01 04.5,+04 30 05,GM,,0.82,0.08,14.0,IC5374                MCG1-01-010           CGCG408-8             KUG2358+042           KPG601A
615394,00 01 04.6,-37 56 06,G,,0.55,0.33,142.0,
763757,00 01 04.6,-26 47 48,G,,0.41,0.28,52.0,
642518,00 01 04.7,-35 57 21,G,,0.54,0.33,2.0,
550361,00 01 04.7,-43 18 36,G,,0.36,0.06,119.0,
663959,00 01 04.7,-34 19 23,G,,0.6,0.22,71.0,
143160,00 01 04.8,-36 29 06,G,,0.6,0.21,154.0,
80,00 01 04.9,+04 32 32,GM,Sbc,0.96,0.3,177.0,IC5375                MCG1-01-009           CGCG408-9             KPG601B
342649,00 01 04.9,-62 34 53,G,,0.37,0.17,60.0,
994536,00 01 04.9,-09 09 15,G,,0.77,0.52,104.0,
834665,00 01 04.9,-20 57 18,G,,0.37,0.1,116.0,
1343445,00 01 04.9,+08 16 40,G,,0.83,0.27,106.0,
2794841,00 01 05.1,-40 02 52,G,,,,,
705682,00 01 05.1,-31 23 41,G,,0.39,0.13,154.0,
889025,00 01 05.1,-17 05 06,G,,0.34,0.08,110.0,
1981835,00 01 05.1,+32 07 56,G,,0.49,0.27,28.0,
143162,00 01 05.3,-28 22 12,G,,0.76,0.23,139.0,
774480,00 01 05.3,-25 50 26,G,,0.55,0.46,43.0,
495312,00 01 05.4,-47 48 50,G,,0.52,0.21,100.0,
2032381,00 01 05.5,+33 27 13,G,,0.41,0.23,59.0,
763354,00 01 05.6,-26 49 46,G,,0.38,0.08,12.0,
779182,00 01 05.7,-25 25 15,G,,0.48,0.22,146.0,
715115,00 01 05.7,-30 36 42,G,,0.67,0.66,92.0,
543343,00 01 05.8,-43 53 13,G,,0.42,0.24,135.0,
549933,00 01 05.8,-43 20 36,G,,0.44,0.05,67.0,
512597,00 01 05.8,-46 38 15,G,,0.41,0.16,122.0,
2449268,00 01 05.8,+53 43 58,G,,0.63,0.25,83.0,
82,00 01 05.9,-53 59 29,GM,SO-a,1.05,0.16,8.0,ESO149-11A            ESO-LV1492110
499576,00 01 05.9,-47 33 03,G,,0.42,0.08,143.0,
306539,00 01 06.0,-66 13 04,G,,0.61,0.53,33.0,
1339457,00 01 06.0,+08 07 06,G,,0.76,0.12,39.0,NPM1G+07.0537
792889,00 01 06.2,-24 09 56,G,,0.64,0.34,114.0,
490739,00 01 06.2,-48 08 43,G,,0.5,0.23,50.0,
598610,00 01 06.3,-39 23 57,G,,0.51,0.33,173.0,
1844690,00 01 06.4,+28 44 43,G,,0.44,0.2,146.0,
978665,00 01 06.4,-10 24 01,G,,0.5,0.1,46.0,
600007,00 01 06.4,-39 16 11,G,,0.63,0.53,177.0,
2097028,00 01 06.4,+37 16 58,G,,0.42,0.11,88.0,
93036,00 01 06.4,+30 52 48,G,,0.8,0.5,153.0,FGCA290
83,00 01 06.4,+32 22 37,GM,Sd,0.69,0.38,37.0,KUG2358+320A
124803,00 01 06.5,-39 07 33,G,,,,,LCRSB235832.7-392414
896653,00 01 06.5,-16 33 19,G,,0.39,0.15,22.0,
438898,00 01 06.5,-52 46 10,G,,0.39,0.1,156.0,
758351,00 01 06.6,-27 12 19,G,,0.49,0.28,90.0,
659095,00 01 06.6,-34 40 14,G,,0.51,0.32,131.0,
353600,00 01 06.7,-61 38 51,G,,0.47,0.23,16.0,
605364,00 01 06.7,-38 46 26,G,,0.42,0.13,26.0,
476335,00 01 06.7,-49 29 17,G,,0.31,0.04,,
84,00 01 06.7,-52 13 06,G,Sbc,0.91,0.47,167.0,ESO193-10             ESO-LV1930100
1219092,00 01 06.8,+02 11 44,G,,0.33,0.07,50.0,
900699,00 01 06.8,-16 14 21,G,,0.54,0.43,125.0,
1610026,00 01 06.9,+19 54 58,G,,0.4,0.24,99.0,
439200,00 01 07.1,-52 45 03,G,,0.45,0.19,74.0,
876561,00 01 07.1,-17 50 39,G,,0.74,0.25,64.0,
896603,00 01 07.1,-16 33 32,G,,0.59,0.32,175.0,
610402,00 01 07.1,-38 18 52,G,,0.61,0.13,67.0,
1019708,00 01 07.2,-07 23 42,G,,0.47,0.23,20.0,
124804,00 01 07.4,-38 36 51,G,,,,,LCRSB235833.5-385332
124987,00 01 07.4,-44 02 07,G,,,,,LCRSB235833.6-441848
1281202,00 01 07.4,+05 17 55,G,,0.76,0.27,91.0,
1764819,00 01 07.4,+26 09 13,G,,0.36,0.14,48.0,
655818,00 01 07.5,-34 54 56,G,,0.34,0.07,162.0,
734433,00 01 07.5,-29 01 18,G,,0.42,0.1,11.0,
907495,00 01 07.6,-15 42 39,G,,0.45,0.09,44.0,
107483,00 01 07.7,-41 02 28,G,,0.64,0.38,92.0,LCRSB235833.7-411911
228265,00 01 07.7,-80 12 37,G,,0.63,0.34,176.0,
85,00 01 07.7,-50 15 50,G,E,0.34,0.06,,DRCG39-58
663918,00 01 07.7,-34 19 32,G,,0.61,0.48,125.0,
400487,00 01 07.8,-56 23 43,G,,0.54,0.19,148.0,
636960,00 01 07.8,-36 25 21,G,,0.37,0.1,105.0,
516398,00 01 07.9,-46 19 11,G,,0.39,0.14,109.0,
927982,00 01 07.9,-14 10 51,G,,0.4,0.23,7.0,
1485474,00 01 08.0,+15 28 08,G,,0.44,0.17,57.0,
355576,00 01 08.0,-61 24 29,G,,0.32,0.05,,
133623,00 01 08.1,-24 40 45,G,Sc,0.74,0.17,39.0,
511367,00 01 08.1,-46 44 05,G,,0.4,0.06,8.0,
1417100,00 01 08.1,+12 50 02,G,,0.43,0.07,137.0,
771172,00 01 08.2,-26 08 01,G,,0.51,0.27,126.0,
515156,00 01 08.3,-46 25 36,G,,0.43,0.19,146.0,
96,00 01 08.3,+06 20 16,G,Sbc,1.03,0.51,154.0,UGC12903              MCG1-01-011           CGCG408-10            KUG2358+060
130888,00 01 08.3,-38 07 35,G,SO-a,0.87,0.2,172.0,DUKST348-19
566277,00 01 08.5,-42 15 11,G,,0.39,0.19,44.0,
198781,00 01 08.5,-27 48 41,G,,0.63,0.42,179.0,DUKST409-52
1713920,00 01 08.5,+24 41 47,G,,0.41,0.16,1.0,
1247913,00 01 08.5,+03 14 00,G,,0.44,0.11,104.0,
846014,00 01 08.6,-20 07 27,G,,0.5,0.38,113.0,
728218,00 01 08.6,-29 31 56,G,,0.62,0.06,16.0,
143166,00 01 08.6,-36 15 14,G,,0.64,0.48,103.0,
592151,00 01 08.6,-39 56 47,G,,0.48,0.12,134.0,
86,00 01 08.6,+33 06 53,G,Sc,0.62,0.07,128.0,KUG2358+328
1442448,00 01 08.8,+13 51 24,G,,0.46,0.21,160.0,
796464,00 01 08.9,-23 50 25,G,,0.41,0.28,14.0,
1424891,00 01 08.9,+13 11 07,G,,0.43,0.07,40.0,
951167,00 01 08.9,-12 33 09,G,,0.4,0.23,90.0,MRC2358-128
1652765,00 01 08.9,+21 34 11,G,,0.52,0.31,156.0,
743032,00 01 09.0,-28 19 44,G,,0.39,0.12,,
544335,00 01 09.0,-43 48 42,G,,0.4,0.22,12.0,
897915,00 01 09.0,-16 27 23,G,,0.89,0.39,97.0,
448617,00 01 09.1,-52 06 25,G,,0.54,0.31,175.0,
709225,00 01 09.1,-31 05 51,G,,0.34,0.1,14.0,
351075,00 01 09.1,-61 55 26,G,,0.56,0.25,13.0,
796311,00 01 09.1,-23 51 12,G,,0.63,0.31,4.0,
820727,00 01 09.2,-21 59 47,G,,0.58,0.16,27.0,
446650,00 01 09.2,-52 15 15,G,,0.54,0.19,84.0,
1183580,00 01 09.2,+01 04 09,G,,0.46,0.07,49.0,
845867,00 01 09.3,-20 08 08,G,,0.54,0.05,72.0,
1246645,00 01 09.4,+03 10 05,G,,0.54,0.26,101.0,
2435389,00 01 09.4,+53 14 10,G,,0.55,0.1,33.0,
143167,00 01 09.4,-38 44 07,G,,0.62,0.23,60.0,
1040025,00 01 09.5,-05 49 09,G,,0.43,0.12,108.0,
1537798,00 01 09.5,+17 38 36,G,,0.49,0.15,101.0,NPM1G+17.0769
124805,00 01 09.5,-37 59 28,G,,0.48,0.11,133.0,LCRSB235835.7-381611
636274,00 01 09.5,-36 28 47,G,,0.35,0.13,174.0,
400481,00 01 09.7,-56 23 44,G,,0.32,0.05,175.0,
601651,00 01 09.7,-39 07 04,G,,0.42,0.24,80.0,
976886,00 01 09.7,-10 32 35,G,,0.38,0.05,,
825711,00 01 09.8,-21 38 11,G,,0.45,0.23,108.0,
1841891,00 01 09.8,+28 38 55,G,,0.46,0.12,171.0,
905287,00 01 09.9,-15 52 46,G,,0.47,0.16,65.0,
1022153,00 01 09.9,-07 14 43,G,,0.38,0.13,113.0,
777142,00 01 09.9,-25 35 54,G,,0.41,0.06,128.0,
843601,00 01 09.9,-20 18 14,G,,0.33,0.08,83.0,
410972,00 01 10.0,-55 16 36,G,,0.31,0.05,155.0,
602465,00 01 10.0,-39 02 27,G,,0.45,0.27,164.0,
904415,00 01 10.0,-15 56 47,G,,0.61,0.24,57.0,
87,00 01 10.1,-50 35 05,G,SO-a,0.71,0.44,,DRCG39-41
1995081,00 01 10.1,+32 23 56,G,,0.64,0.19,8.0,
942278,00 01 10.1,-13 08 25,G,,0.55,0.39,86.0,
547519,00 01 10.2,-43 32 38,G,,0.34,0.09,96.0,
124806,00 01 10.3,-39 02 45,G,,0.59,0.24,171.0,LCRSB235836.5-391927
818299,00 01 10.3,-22 09 52,G,,0.7,0.32,142.0,
508891,00 01 10.4,-46 55 45,G,,0.53,0.48,155.0,
937427,00 01 10.4,-13 28 52,G,,0.63,0.19,7.0,NPM1G-13.0664
88,00 01 10.7,-52 12 17,G,,0.72,0.12,102.0,ESO-LV1930101
889228,00 01 10.7,-17 04 16,G,,0.44,0.1,139.0,
133640,00 01 10.7,-27 01 12,G,E,0.76,0.16,154.0,DUKST537-12
398853,00 01 10.8,-56 35 51,G,,0.41,0.06,126.0,
862159,00 01 10.9,-18 54 53,G,,0.32,0.09,100.0,
1833145,00 01 11.1,+28 20 37,G,,0.52,0.28,93.0,
2567255,00 01 11.1,+57 31 35,G,,0.43,0.28,96.0,
582446,00 01 11.2,-40 47 22,G,,0.58,0.34,119.0,
657962,00 01 11.2,-34 45 26,G,,0.35,0.13,100.0,
937508,00 01 11.3,-13 28 27,G,,0.45,0.15,44.0,
263727,00 01 11.3,-72 21 37,G,,0.56,0.15,126.0,
199359,00 01 11.3,-35 13 15,G,,,,,DUKST349-121
1445410,00 01 11.3,+13 57 49,G,,0.39,0.12,64.0,
1528835,00 01 11.3,+17 16 26,G,,0.38,0.08,2.0,
627445,00 01 11.4,-37 09 56,G,,0.43,0.22,174.0,
2085251,00 01 11.4,+36 41 38,G,,0.61,0.22,122.0,
143169,00 01 11.6,-38 45 07,G,,0.68,0.51,103.0,
2118419,00 01 11.8,+38 07 21,G,,0.41,0.08,31.0,
604663,00 01 11.8,-38 50 12,G,,0.34,0.08,57.0,
1485723,00 01 11.9,+15 28 42,G,,0.46,0.21,131.0,NPM1G+15.0635
893488,00 01 11.9,-16 47 27,G,,0.48,0.14,54.0,
660871,00 01 11.9,-34 32 29,G,,0.42,0.18,76.0,
740795,00 01 12.0,-28 30 48,G,,0.52,0.09,162.0,
2386343,00 01 12.0,+50 59 15,G,,0.67,0.27,104.0,NPM1G+50.0447
1830843,00 01 12.0,+28 15 50,G,,0.44,0.16,106.0,
417820,00 01 12.2,-54 36 11,G,,0.57,0.17,89.0,
107484,00 01 12.2,-41 36 52,G,,0.49,0.15,160.0,LCRSB235838.5-415335
1000589,00 01 12.3,-08 40 39,G,,0.53,0.07,161.0,
520369,00 01 12.3,-45 59 16,G,,0.47,0.17,84.0,
100704,00 01 12.3,-49 30 29,G,,0.56,0.11,179.0,
773802,00 01 12.3,-25 54 11,G,,0.45,0.14,10.0,
124807,00 01 12.3,-39 13 55,G,,0.51,0.08,81.0,LCRSB235838.6-393036
1011712,00 01 12.4,-07 52 22,G,,0.36,0.09,36.0,
107743,00 01 12.4,-44 44 12,G,,0.43,0.17,109.0,LCRSB235838.5-450055
1912580,00 01 12.5,+30 39 33,G,,0.54,0.28,,
735667,00 01 12.5,-28 55 44,G,,0.4,0.19,100.0,
1052227,00 01 12.6,-04 52 54,G,,0.41,0.19,59.0,
637146,00 01 12.6,-36 24 33,G,,0.41,0.04,,
820602,00 01 13.0,-22 00 18,G,,0.34,0.12,122.0,
1834192,00 01 13.0,+28 22 58,G,,0.5,0.1,36.0,
906676,00 01 13.2,-15 46 26,G,,0.46,0.06,100.0,
1063221,00 01 13.3,-04 04 30,G,,0.5,0.06,137.0,
97569,00 01 13.3,-00 59 37,G,,,,,IRAS23586-0116450055
956743,00 01 13.4,-12 10 05,G,,0.79,0.56,4.0,
1064995,00 01 13.4,-03 56 24,G,,0.41,0.09,166.0,
89,00 01 13.4,+13 08 37,GM,SBbc,0.87,0.39,68.0,MCG2-01-009           KUG2358+128A          HCG100C
95115,00 01 13.5,-43 14 28,G,SO-a,0.66,0.4,91.0,
90,00 01 13.6,-44 00 43,G,Sb,1.04,0.37,93.0,ESO241-11             ESO-LV2410110
132703,00 01 13.7,-27 36 19,G,Sc,0.82,0.13,120.0,
755276,00 01 13.7,-27 24 55,G,,0.61,0.32,168.0,
411953,00 01 13.7,-55 10 36,G,,0.61,0.2,10.0,
1625347,00 01 13.7,+20 22 20,G,,0.61,0.07,172.0,
514576,00 01 13.8,-46 28 29,G,,0.61,0.42,104.0,
551434,00 01 13.8,-43 13 28,G,,0.54,0.39,90.0,
514453,00 01 13.9,-46 29 01,G,,0.37,0.08,148.0,
3091534,00 01 13.9,+09 22 44,G,,,,,NPM1G+09.0632
605597,00 01 14.0,-38 45 11,G,,0.5,0.15,,
78,00 01 14.0,+13 09 43,G,Sd,0.52,0.29,,MCG2-01-008
